gene,score
HIST1H3H,0.02626367529399658
ZNF185,0.02625730383240861
APOC1,0.026223480353119298
LILRA1,0.026206359520102824
NR4A1,0.026057392106857077
PLXNB2,0.02598362991133354
MBNL2,0.025950881742514628
ALDH2,0.02568597323176898
SERPINE2,0.02551876742552136
RAB27B,0.025369948595780793
IER3,0.025252913429081945
TNFSF14,0.025078658675763144
CTNNAL1,0.02499100155339929
HIST1H3C,0.02491240637064131
ITGB5,0.024886395002622668
GTPBP2,0.024815517130373454
TRAV8-2,0.024801334662333765
PNMA1,0.02475634384184045
IRAK3,0.024588311613953345
HIST1H2BC,0.024427704310212836
P2RX1,0.024337477903999063
ADGRE2,0.0242621590628206
NOTCH2NLC,0.024082650295080905
CDKN2D,0.02405883018235339
TSPOAP1,0.023985096984055227
FCGR1A,0.023805669355780937
RBP7,0.02363784838259101
TRBV6-2,0.023610997727238077
AC090559.1,0.023570818679961362
PLXDC2,0.02356849625189879
ASGR1,0.023554048486901184
FASLG,0.023457104476539353
CD160,0.023412994629825292
MOB1B,0.023372449125594354
SMIM3,0.023301778144306243
KANSL3,0.023269184611064673
ATF3,0.02320535778497503
TRAV19,0.023203714282539326
LMNA,0.02316425384103014
AC243829.1,0.023078030275149854
JAKMIP1,0.02304058522934204
ADCY9,0.02290387948474163
TCF7L2,0.02268548959742875
LINC00299,0.02265274670483718
AC020659.1,0.02265260249845424
LGR6,0.022490254629685125
NMUR1,0.022474620742708402
B3GAT1,0.022254989543938716
AL359220.1,0.022241727380398063
CD300LF,0.022221645391056186
PHLDA1,0.02221998702159565
IL18RAP,0.02220566299938396
CD33,0.02192048745388648
MMP23B,0.021898790282315825
ST8SIA1,0.021849750995333744
HIST1H3J,0.02170334748270112
ZNF467,0.021550044413592855
ANK3,0.02144757033555348
HES4,0.021396697260956297
NFIA,0.021184160012805434
FHL1,0.021060372184621895
RETN,0.0210446060337664
