method,n_cells,theta_mean,n_confounders,target,auroc,auprc,type_i,ks_stat,time
Partial_Pearson,1600,0.5,5,gene_0019,0.8130081300813008,0.3905430623104215,0.08710801393728224,0.1914762867180445,0.27705883979797363
PGAA_linear,1600,0.5,5,gene_0100,0.7206736353077817,0.5397729138305479,0.03832752613240418,0.22560878240087084,0.5853910446166992
Partial_Pearson,1600,0.5,5,gene_0100,0.7110917537746806,0.5370660806907603,0.03832752613240418,0.18917423770742428,0.24419713020324707
PGAA_linear,1600,0.5,5,gene_0125,0.9500580720092915,0.8003520553520554,0.03484320557491289,0.12503574068080808,0.6296980381011963
Partial_Pearson,1600,0.5,5,gene_0125,0.9361207897793263,0.7503664091899387,0.041811846689895474,0.13340188250076623,0.19537711143493652
PGAA_linear,1600,0.5,10,gene_0068,0.8301393728222997,0.281910820624399,0.11498257839721254,0.21821560782118388,0.6765940189361572
Partial_Pearson,1600,0.5,10,gene_0068,0.8603368176538908,0.31382060574423587,0.10801393728222997,0.20471810651848796,0.22510004043579102
PGAA_linear,1600,0.5,10,gene_0137,0.6666666666666666,0.21364598266132315,0.11498257839721254,0.22435507517455913,0.6915502548217773
Partial_Pearson,1600,0.5,10,gene_0137,0.6475029036004646,0.11311974286700642,0.11149825783972125,0.17168478936243586,0.2445058822631836
PGAA_linear,1600,0.5,10,gene_0204,0.9509291521486642,0.6499923279335045,0.07665505226480836,0.19731071794649224,0.7200939655303955
Partial_Pearson,1600,0.5,10,gene_0204,0.9715447154471545,0.7053028995963779,0.08710801393728224,0.18263266766516498,0.280886173248291
PGAA_linear,1600,0.5,10,gene_0013,0.854239256678281,0.5982284570118838,0.03832752613240418,0.10672625256247054,0.6696550846099854
Partial_Pearson,1600,0.5,10,gene_0013,0.8719512195121951,0.6292129840156697,0.10104529616724739,0.2039026402136414,0.2923569679260254
